"reportkey";"gid";"location";"kind";"category";"side";"civcas";"hn_cas";"enemycas";"friendlycas";"lat";"long";"timestamp";"dist_pak";"dist_kabul";"elevation";"population";"lineofsight";"gecon";"pashtun";"hazara"
"E27AC5F2-B6B5-4130-B77B-DCC320A613B0";738;"0101000020E6100000CDCCCCCCCC2C51401630815B77F74140";"Other (Hostile Action)";"NONE";"ENEMY";0;3;0;0;35.93333054000000;68.69999695000000;"2004-06-18";224.649579961562;161.042369025653;752.72;2589.06860352;34;0.3674473;0;0
"E9C1B0B6-E4F1-4BFF-99BC-9D1E42016B9C";744;"0101000020E61000006D3997E2AAAA4F404963B48EAACA4140";"Patrol";"NONE";"FRIEND";8;7;0;0;35.58332825000000;63.33333969000000;"2004-06-19";578.619408470104;544.602213248026;515.44;118.38906860;26;0.0636898;0;0
"CF3DB7FF-1312-4149-B5EA-76CC195C128B";772;"0101000020E61000003815A930B6005040C3F5285C8FB64040";"Other";"NONE";"NEUTRAL";0;2;0;0;33.42625046000000;64.01112366000000;"2004-06-24";354.497803269968;491.856720021833;1971.36;68.59122467;63;0.0800862;0;0
"93968670-67E6-49CB-ADE2-8D5D7EFAD700";810;"0101000020E61000009A99999999214F407F87A2409F1C4140";"Direct Fire";"NONE";"ENEMY";0;1;0;0;34.22360992000000;62.26250076000000;"2004-07-01";501.108982467835;635.750134082249;966.56;717.63031006;127;0.2073065;0;0
"4B0FE294-3D89-410C-B5AA-7FD70437BFF1";860;"0101000020E6100000CFBD874B8E3B4F40FFB27BF2B03C4040";"Other (Hostile Action)";"NONE";"ENEMY";8;0;0;0;32.47415161000000;62.46527863000000;"2004-07-07";322.514471475973;663.014558734941;1080.28;327.78823853;632;0.0439913;0;0
"7B48AC84-F60E-4FF4-9195-775100B4818B";1241;"0101000020E6100000E89FE06245CB50400CEA5BE674514240";"Other (Hostile Action)";"NONE";"ENEMY";0;2;0;0;36.63637924000000;67.17610931000000;"2004-09-07";366.058848785102;294.923717699465;607.24;1737.50671387;460;0.2674469;0;0
"9B458FE1-1109-480C-9FB6-055E55E80D91";872;"0101000020E6100000CFBD874B8E3B4F40FFB27BF2B03C4040";"Other";"NONE";"NEUTRAL";1;0;0;0;32.47415161000000;62.46527863000000;"2004-07-08";322.514471475973;663.014558734941;1080.28;327.78823853;632;0.0439913;0;0
"2FA9CAED-CECF-4282-9181-710A32317BB0";889;"0101000020E6100000D9942BBCCB354F404AD235936F264140";"IED Explosion";"NONE";"ENEMY";37;0;0;0;34.30028152000000;62.42028046000000;"2004-07-11";513.356718358055;620.574692870431;1008.72;354.70697021;134;0.2073065;0;0
"58B7683E-9302-437A-BBF4-0A068DB6F6BE";944;"0101000020E610000054A9D903AD1450404703780B24A03F40";"Attack";"NONE";"ENEMY";0;0;2;0;31.62554932000000;64.32305907999999;"2004-07-22";211.750222063536;555.268436391684;792.24;331.91073608;373;0.0991347;0;0
"2763BC86-B149-490F-9B70-35C714574E4D";978;"0101000020E61000006666666666A251407B14AE47E1224140";"Direct Fire";"NONE";"ENEMY";0;1;0;0;34.27249908000000;70.53749847000000;"2004-11-08";36.4119310139443;129.363396484074;776.16;1355.68981934;169;0.6778248;0;0
"B9CF76A9-7363-4AB7-BBA1-7943FD08B93C";989;"0101000020E610000065E42CEC69535040CF4E0647C9774140";"Attack";"NONE";"ENEMY";0;2;0;0;34.93582916000000;65.30333709999999;"2004-07-29";429.952324991684;356.548019059571;2258.3999;130.44618225;13;0.0918289;0;0
"80A2E5FA-8BFA-4902-B7E9-3FF385A045FF";1070;"0101000020E6100000AB048BC3990950402D6002B7EECE4040";"Other (Hostile Action)";"NONE";"ENEMY";0;0;2;0;33.61666107000000;64.15000916000000;"2004-08-10";360.387580733714;473.974758842036;2724.0801;258.50714111;640;0.0800862;0;0
"C9828271-A2D3-4EF4-A833-544E6D7B2691";1132;"0101000020E61000007F87A2409F144F40DD0720B5892F4040";"IED Explosion";"NONE";"ENEMY";0;7;0;0;32.37139130000000;62.16110992000000;"2004-08-19";302.708832103991;693.809335762831;697.84;326.14587402;273;0.0439913;0;0
"19FB6398-AD90-480B-8FD7-421A509EB948";1157;"0101000020E61000006666666666A251407B14AE47E1224140";"IED Explosion";"NONE";"ENEMY";0;1;0;0;34.27249908000000;70.53749847000000;"2004-08-25";36.4119310139443;129.363396484074;776.16;1355.68981934;169;0.6778248;0;0
"5829E305-C7E4-4275-BA6C-00BD2CBD6C90";1177;"0101000020E6100000DC291DACFF5F4E40B79C4B7155754040";"Attack";"NONE";"ENEMY";0;1;0;0;32.91667175000000;60.74998856000000;"2004-08-27";338.687785213066;800.088371535347;671.52;12.26318932;164;0.0426769;0;0
"2146D4F9-B7E0-4A08-916E-3DDB23CE490F";1190;"0101000020E6100000AE47E17A14BA51403A0664AF77774240";"Direct Fire";"NONE";"ENEMY";0;1;0;0;36.93333817000000;70.90750122000000;"2004-08-30";83.0519935152295;309.410935639259;2021.28;236.01135254;85;0.1485972;0;0
"9B125811-B7AA-4C4B-B1ED-353E99236286";1207;"0101000020E6100000975643E21E355040AED85F764F124140";"Direct Fire";"NONE";"ENEMY";0;4;0;0;34.14305115000000;64.83000946000000;"2004-09-03";369.905422382703;401.302563904229;2667.76;80.39726257;66;0.1062946;0;0
"5D472D40-2295-4524-8271-84C7B205B457";1215;"0101000020E6100000975643E21E355040AED85F764F124140";"Ambush";"NONE";"ENEMY";0;6;0;0;34.14305115000000;64.83000946000000;"2004-09-04";369.905422382703;401.302563904229;2667.76;80.39726257;66;0.1062946;0;0
"3E7F3555-5E26-4BC1-B262-278956548169";1289;"0101000020E6100000E89FE06245CB50400CEA5BE674514240";"Direct Fire";"NONE";"ENEMY";0;2;0;0;36.63637924000000;67.17610931000000;"2004-11-08";366.058848785102;294.923717699465;607.24;1737.50671387;460;0.2674469;0;0
"1883B882-112F-4AFD-BF4F-5CBC722592C6";1322;"0101000020E61000006E4C4F58E249514031B1F9B836584240";"IED Explosion";"NONE";"ENEMY";0;0;0;1;36.68917084000000;69.15444183000000;"2004-09-20";195.842712979787;239.227176857552;547.88;2148.66577148;164;0.3858811;0;0
"03B5BB61-EB4B-483A-B454-66C6CABDE0BC";1337;"0101000020E6100000695721E527555140202922C32A7A4140";"Indirect Fire";"NONE";"ENEMY";0;0;0;1;34.95442963000000;69.33055878000000;"2004-09-22";115.23775242698;49.1111975898802;1470.3199;2645.41601563;45;3.123417;0;0
"707D0C55-E1E7-4B27-9F04-341F2377CD7D";1419;"0101000020E61000002176A6D079595140992A1895D46D4140";"Other (Hostile Action)";"NONE";"ENEMY";3;0;0;0;34.85805130000000;69.39806366000001;"2004-10-06";102.909974451935;41.8508352137446;1806.3199;259.48577881;58;3.123417;0;0
"387B2AD5-9EDC-4321-A15E-C236BF40AD26";1422;"0101000020E61000002A1DACFF73F25040EF552B137E614040";"Turn In";"NONE";"ENEMY";0;0;0;0;32.76166153000000;67.78833007999999;"2004-10-06";109.262998004084;234.382038015492;1966.48;502.17633057;180;0.136518;0;0
"5F8DDE3D-94E7-40E1-BC88-53082D0DD5A0";1425;"0101000020E61000000473F4F8BDA55140B2BAD573D28F4240";"IED Explosion";"NONE";"ENEMY";0;3;0;0;37.12361145000000;70.58972168000000;"2004-10-06";118.310358722001;314.896330746483;1517;723.45715332;13;0.0948745;0;0
"CF7DCAB3-9B1F-4DA3-BAE9-D49D09353536";1433;"0101000020E61000002176A6D079595140992A1895D46D4140";"Other (Hostile Action)";"NONE";"ENEMY";3;0;0;0;34.85805130000000;69.39806366000001;"2004-10-07";102.909974451935;41.8508352137446;1806.3199;259.48577881;58;3.123417;0;0
"7A61AF79-C203-4B37-8716-469905FA1E52";1511;"0101000020E6100000876D8B321B705040B51A12F758C23D40";"Direct Fire";"NONE";"ENEMY";1;0;0;0;29.75917053000000;65.75166321000000;"2004-10-11";3.54336125505791;619.568310268306;920.4;2.76312780;419;0.1810646;0;0
"7E842818-5629-4549-BEE8-10EE6DF75435";1512;"0101000020E610000008556AF6400F4F4031B1F9B836304040";"Direct Fire";"NONE";"ENEMY";0;3;0;0;32.37667084000000;62.11917114000000;"2004-10-11";302.03082625374;697.247821391149;655.32;356.06500244;553;0.0439913;0;0
"E0400C42-5462-4F94-9988-092CB1C71641";1543;"0101000020E610000014AE47E17AB851404B766C04E2A94140";"Direct Fire";"NONE";"ENEMY";0;3;0;0;35.32720947000000;70.88249969000000;"2004-11-06";60.525869485906;179.868752873465;3191.6799;49.13153839;29;0.2659246;0;0
"69F4EFDC-7C61-4401-B046-B5AB405458AA";1620;"0101000020E61000001F85EB51B8964F406475ABE7A42F4140";"Patrol";"NONE";"FRIEND";2;0;0;0;34.37221909000000;63.17750168000000;"2004-10-31";483.047456043713;550.513303828618;1332.6801;228.55249023;32;0.1547622;0;0
"EB13A975-958E-4CBC-861E-4553E3B5A76F";1643;"0101000020E61000007B14AE47E14E51408FC2F5285C8F4140";"Direct Fire";"NONE";"ENEMY";1;0;0;0;35.11999893000000;69.23249817000000;"2004-11-03";135.665495194057;65.3966578611865;1552.4399;6014.19531250;66;0.4048173;0;0
"8C451FA5-816F-4EAE-919F-46BF531D8F48";1653;"0101000020E6100000A9F6E978CCAC5040609335EA21624240";"Direct Fire";"NONE";"ENEMY";0;6;0;0;36.76665878000000;66.69998169000000;"2004-11-06";410.397410143674;333.580966677406;328.68;1466.65075684;552;0.4451916;0;0
"62259B5A-0343-47D9-8A25-9AA4B6E81FB9";1672;"0101000020E6100000DA5548F949335140C173EFE192DF4140";"Direct Fire";"NONE";"ENEMY";1;0;0;0;35.74666977000000;68.80139160000000;"2004-11-08";215.419734995382;138.683704794406;1249.4399;345.92578125;103;0.3674473;0;0
"0817D597-B240-4810-8D38-FC99B4CFE117";1687;"0101000020E610000055FB743C66C6504076C3B64599594240";"Direct Fire";"NONE";"ENEMY";2;0;0;0;36.69998932000000;67.09999084000000;"2004-11-10";373.929252944029;304.682519203434;393.04;38955.25781250;460;0.2674469;0;0
"850C4090-A8FA-40C6-9DC3-E1C8C83BB6DD";1697;"0101000020E61000006666666666A251407B14AE47E1224140";"Direct Fire";"NONE";"ENEMY";0;1;0;0;34.27249908000000;70.53749847000000;"2004-11-11";36.4119310139443;129.363396484074;776.16;1355.68981934;169;0.6778248;0;0
"0A8E39B5-77DE-4F46-8654-5F7CF205ECC0";1698;"0101000020E61000006666666666A251407B14AE47E1224140";"Direct Fire";"NONE";"ENEMY";0;2;0;0;34.27249908000000;70.53749847000000;"2004-11-11";36.4119310139443;129.363396484074;776.16;1355.68981934;169;0.6778248;0;0
"DE23724F-B658-48D8-9814-3E3BBC1941B2";1722;"0101000020E61000006666666666A251407B14AE47E1224140";"Direct Fire";"NONE";"ENEMY";0;1;0;0;34.27249908000000;70.53749847000000;"2004-11-13";36.4119310139443;129.363396484074;776.16;1355.68981934;169;0.6778248;0;0
"70099863-54EB-4D40-838D-FC36F4540414";1726;"0101000020E6100000E89FE06245CB50400CEA5BE674514240";"Other";"NONE";"NEUTRAL";0;1;0;0;36.63637924000000;67.17610931000000;"2004-11-15";366.058848785102;294.923717699465;607.24;1737.50671387;460;0.2674469;0;0
"4B7C92AD-BA69-4855-8EC4-707859A2F17D";1734;"0101000020E610000054A9D903AD2C50407FF6234564E84140";"Direct Fire";"NONE";"ENEMY";0;1;0;0;35.81555939000000;64.69805907999999;"2004-11-16";514.971143262433;431.114859435332;1148.48;1224.09777832;402;0.1383386;0;0
"4482070F-5A05-4C8B-AD7A-5E8EE97C2879";1743;"0101000020E6100000E89FE06245CB50400CEA5BE674514240";"Direct Fire";"NONE";"ENEMY";0;0;4;0;36.63637924000000;67.17610931000000;"2004-11-17";366.058848785102;294.923717699465;607.24;1737.50671387;460;0.2674469;0;0
"23969335-3FB0-44CA-B072-AB43DC237F7F";1761;"0101000020E610000014AE47E17AB851404B766C04E2A94140";"Direct Fire";"NONE";"FRIEND";0;1;0;0;35.32720947000000;70.88249969000000;"2004-11-19";60.525869485906;179.868752873465;3191.6799;49.13153839;29;0.2659246;0;0
"AA9369FE-1416-4D49-A179-CF0A438EEDD7";1788;"0101000020E61000005D50DF32A74D51409A99999999794140";"Indirect Fire";"NONE";"ENEMY";1;0;0;0;34.95000076000000;69.21333313000000;"2004-11-23";120.097406139566;46.4557119679526;1502.2;2645.41601563;57;3.123417;0;0
"0D643AF8-A158-43E2-9D1C-9B25F65A77E8";1920;"0101000020E610000043908312663E50408811C2A38D234140";"Direct Fire";"NONE";"ENEMY";0;3;0;0;34.27775955000000;64.97498322000000;"2004-12-18";376.116850608292;386.3587324189;2944.4399;80.27809906;368;0.1062946;0;0
"9B59C08F-383A-4006-8105-DB6DECDDB2B8";1952;"0101000020E61000009D9D0C8E92B75140C2172653056B4240";"Direct Fire";"NONE";"ENEMY";0;1;0;0;36.83610153000000;70.86831665000000;"2004-12-22";79.5407104947826;298.378089448403;1587.2;237.92962646;18;0.1485972;0;0
"88F3DABA-53DB-4202-B204-B1D74ADB044F";1953;"0101000020E6100000CDCCCCCCCC2C51401630815B77F74140";"Direct Fire";"NONE";"ENEMY";0;2;0;0;35.93333054000000;68.69999695000000;"2004-12-22";224.649579961562;161.042369025653;752.72;2589.06860352;34;0.3674473;0;0
"6A57F5DF-11CB-4B1C-A477-381AEE6864D0";1986;"0101000020E6100000F2B56796042C51401630815B77574240";"Direct Fire";"NONE";"ENEMY";0;1;0;0;36.68333054000000;68.68778229000000;"2004-12-28";235.194147071405;242.480308443113;394.32;2616.67480469;237;0.5272279;0;0
"51D76B3D-5E29-4A9F-B3A2-9F1CCD3C724A";1988;"0101000020E6100000CDCCCCCCCC2C51401630815B77F74140";"Indirect Fire";"NONE";"ENEMY";0;3;0;0;35.93333054000000;68.69999695000000;"2005-02-24";224.649579961562;161.042369025653;752.72;2589.06860352;34;0.3674473;0;0
"12C55C5F-7DE6-4DD0-837D-851F9F0C37C9";1994;"0101000020E6100000F2B56796042C51401630815B77574240";"Direct Fire";"NONE";"FRIEND";0;5;0;0;36.68333054000000;68.68778229000000;"2004-12-31";235.194147071405;242.480308443113;394.32;2616.67480469;237;0.5272279;0;0
"570F3CE5-E8E8-437B-8225-BD78129CC536";2018;"0101000020E6100000B3EA73B5152550400F971C774ACF3F40";"Turn In";"NONE";"ENEMY";0;0;0;0;31.80973053000000;64.57945251000000;"2005-01-08";198.051622653123;523.581909090243;828.84;671.15576172;246;0.0991347;0;0
"D3432F0E-EFB3-4856-804E-FB2309A06CAD";2030;"0101000020E6100000EE940ED6FF4F51402D6002B7EECE4140";"Direct Fire";"NONE";"ENEMY";0;0;0;2;35.61666107000000;69.24999237000000;"2005-01-10";181.269062357555;120.460299709132;1944.76;234.63833618;13;0.4048173;0;0
"D8059B02-6ACB-43F6-9479-50DD5893CD00";2034;"0101000020E610000052B81E85EB194F405E11FC6F25AF4040";"Mine Found/Cleared";"NONE";"ENEMY";3;0;0;0;33.36832809000000;62.20249939000000;"2005-01-10";408.745704022683;656.39297367706;1119.64;171.46551514;144;0.1391841;0;0
"FC5FF193-C345-4A5F-870F-C1DF7F3D2199";2106;"0101000020E6100000B56CAD2F12245040EF552B137ED13F40";"Ambush";"NONE";"ENEMY";0;0;2;0;31.81833076000000;64.56360626000000;"2005-01-24";199.824775356205;524.223917106017;828.84;671.15576172;286;0.0991347;0;0
"C6D42205-1548-463D-ABBF-24F0DD9DFD7F";2116;"0101000020E61000001AA37554352150409FB0C403CACE3F40";"Direct Fire";"NONE";"ENEMY";0;12;0;0;31.80776978000000;64.51888275000000;"2005-01-27";203.008450484096;528.332710207448;834.76;671.15576172;348;0.0991347;0;0
"2EBB5296-624C-444D-B51C-CB0729067B8A";2197;"0101000020E610000039D6C56D345251401630815B77774140";"Mine Found/Cleared";"NONE";"ENEMY";0;0;0;3;34.93333054000000;69.28444672000001;"2005-02-14";115.183226584063;45.7081407308611;1484.96;2645.41601563;44;3.123417;0;0
"A5FA516A-4FAC-47B6-8A77-0D99F8B696D0";2217;"0101000020E61000006666666666A251407B14AE47E1224140";"Direct Fire";"NONE";"ENEMY";0;3;0;0;34.27249908000000;70.53749847000000;"2005-02-19";36.4119310139443;129.363396484074;776.16;1355.68981934;169;0.6778248;0;0
"B588F425-26FF-4FA5-BDDC-DCFDE0B2A1CB";2220;"0101000020E6100000876D8B321BCC5040AC5626FC524F4240";"Direct Fire";"NONE";"ENEMY";0;0;2;0;36.61972046000000;67.18916321000000;"2005-02-20";364.620156283717;292.749422043082;898.52;284.62210083;405;0.2674469;0;0
"198F2845-70A0-4931-A3D5-9655561E8141";2225;"0101000020E61000006666666666A251407B14AE47E1224140";"Direct Fire";"NONE";"ENEMY";0;1;0;0;34.27249908000000;70.53749847000000;"2005-02-21";36.4119310139443;129.363396484074;776.16;1355.68981934;169;0.6778248;0;0
"10F28134-F225-4949-A14C-FF0655E7C2DC";2360;"0101000020E6100000D0D03FC1C51A4F40A583F57F0E9B4040";"Mine Found/Cleared";"NONE";"ENEMY";11;0;0;4;33.21138000000000;62.20915985000000;"2005-03-15";392.474041687888;660.007978191347;1055.48;171.71138000;85;0.1391841;0;0
"CE2078BE-1DBD-4FA8-9AAE-9F9335DE80A5";2370;"0101000020E6100000581CCEFC6A1A4F4089EFC4AC179B4040";"Mine Found/Cleared";"NONE";"ENEMY";11;0;0;0;33.21165848000000;62.20639038000000;"2005-03-16";392.418016238597;660.249803979836;1026.72;171.71138000;85;0.1391841;0;0
"8F84DBB1-C401-48C9-A9E6-11AE1128203D";2450;"0101000020E6100000EE940ED6FF1750402A6F47382D983F40";"IED Explosion";"NONE";"ENEMY";3;0;0;0;31.59444046000000;64.37499237000000;"2005-03-28";205.934867896559;553.416698132648;777.44;543.46539307;330;0.0991347;0;0
"8FF23296-4798-4499-9E28-35C08185C3A8";2730;"0101000020E61000003815A930B6005040C3F5285C8FB64040";"CASEVAC";"NONE";"FRIEND";0;1;0;0;33.42625046000000;64.01112366000000;"2005-05-01";354.497803269968;491.856720021833;1971.36;68.59122467;63;0.0800862;0;0
"998A9BEB-D4A0-48C9-8483-3BAD69BFE790";2779;"0101000020E610000012A5BDC1175051405B94D92093744140";"Accident";"NONE";"NEUTRAL";0;0;0;5;34.91073990000000;69.25144958000000;"2005-05-06";114.560976601146;42.6214705500144;1490.76;2646.76000977;50;3.123417;0;0
"326495B6-7848-4561-A81B-DD82DAE717EF";2805;"0101000020E6100000C503CAA65C8B5140E223624A24754140";"Direct Fire";"NONE";"FRIEND";0;0;12;2;34.91516876000000;70.17752838000000;"2005-05-08";84.5704138892961;101.876518841661;2119.04;509.56646729;75;0.6778248;0;0
"2535CC8B-E41A-4B6E-903C-DBE98354F281";2809;"0101000020E6100000F8FC3042781C4F408109DCBA9B1B4140";"MEDEVAC";"NONE";"FRIEND";0;1;0;0;34.21569061000000;62.22241974000000;"2005-05-08";499.279470387081;639.506617515542;976.12;713.49066162;139;0.2073065;0;0
"2028C978-A7A8-41C2-9A5F-423D065ED3EA";2891;"0101000020E6100000D55B035B25204F4048F949B54FB34040";"MEDEVAC";"NONE";"FRIEND";1;0;0;0;33.40087128000000;62.25114059000000;"2005-05-15";413.612806689871;651.164433548277;1124.4399;171.38337708;153;0.1391841;0;0
