dataset,event,date,latitude,longitude,actor_tax,event_tax,prec_tax,event_name
sigact,1348,11-12-2009,31.58403969,65.43328857,Taliban,2,1,Violence ged
sigact,1349,11-12-2009,30.96884727,61.86701584,Taliban,2,1,Violence ged
sigact,1350,11-12-2009,34.53243256,69.11769104,Taliban,1,1,Violence ged
sigact,1351,11-12-2009,33.19706345,62.19537735,Taliban,1,1,Violence ged
sigact,1352,11-12-2009,31.61405754,65.5131073,Taliban,2,1,Violence ged
sigact,1353,11-12-2009,31.6191082,65.57647705,Taliban,2,1,Violence ged
sigact,1354,11-12-2009,31.54164314,65.46520996,Taliban,2,1,Violence ged
sigact,1355,11-12-2009,31.57279396,65.58029938,Taliban,2,1,Violence ged
sigact,1356,11-12-2009,35.40765762,71.42814636,ISAF,3,1,Violence ged
ged,1065,11-12-2009,32.416667,68.75,Government of Afghanistan,1,4,Violence sig
sigact,1357,11-12-2009,31.3595295,64.31952667,Taliban,1,1,Violence ged
sigact,1358,11-12-2009,33.31820679,69.80177307,Taliban,2,1,Violence ged
sigact,1359,11-12-2009,31.61987495,65.71350098,Taliban,1,1,Violence ged
sigact,1360,11-12-2009,33.19706345,62.19537735,ISAF,3,1,Violence ged
sigact,1361,11-12-2009,32.76476288,69.33589172,ISAF,3,1,Violence ged
ged,1068,11-12-2009,31,64,Taleban,1,4,Violence sig
gtd,409,11-12-2009,33.358508,69.859741,Haqqani Network,1,4,Violence gtd
gtd,410,11-12-2009,32.666404,65.903629,Unknown,3,1,Violence gtd
sigact,1362,11-12-2009,31.90332222,64.71318817,Taliban,1,1,Violence ged
sigact,1363,11-12-2009,35.00631714,69.17086792,Taliban,2,1,Violence ged
sigact,1364,11-12-2009,31.00777817,66.40028381,Taliban,2,1,Violence ged
sigact,1365,11-12-2009,31.61426163,64.19449615,Taliban,1,1,Violence ged
sigact,1366,11-12-2009,32.09778976,64.89694214,Taliban,1,1,Violence ged
sigact,1367,11-12-2009,32.85710144,66.0133667,Taliban,1,1,Violence ged
sigact,1368,11-12-2009,34.99685669,70.92655945,ISAF,3,1,Violence ged
sigact,1369,31-12-2010,32.01700974,64.82959747,Taliban,1,1,Violence ged
sigact,1370,31-12-2010,31.8893013,64.74263763,Taliban,2,1,Violence ged
sigact,1371,31-12-2010,32.01700974,64.82959747,Taliban,1,1,Violence ged
sigact,1372,31-12-2010,32.30632782,64.79135895,Taliban,2,1,Violence ged
sigact,1373,31-12-2010,31.8893013,64.74263763,Taliban,2,1,Violence ged
sigact,1374,31-12-2010,34.8900032,70.10919952,Taliban,1,1,Violence ged
sigact,1375,31-12-2010,32.4187355,64.46871185,Taliban,2,1,Violence ged
sigact,1376,31-12-2008,32.41702271,64.47623444,ISAF,3,1,Violence ged
sigact,1377,31-12-2008,32.38261795,65.02581024,ISAF,3,1,Violence ged
sigact,1378,31-12-2008,32.04061508,64.84757996,ISAF,3,1,Violence ged
