dataset,event,date,latitude,longitude,actor_tax,event_tax,prec_tax,event_name
sigact,1,01-01-2009,33.56105042,69.87404633,Taliban,2,1,Violence ged
sigact,2,01-01-2010,33.5652771,69.88087463,Taliban,1,1,Violence ged
sigact,3,01-01-2008,33.52510071,69.93118286,Taliban,2,1,Violence ged
sigact,4,01-01-2008,34.72766876,70.89572144,Taliban,1,1,Violence ged
ged,1,01-01-2008,32.465816,64.737566,Government of Afghanistan,1,3,Violence sig
ged,2,01-01-2009,33.383334,69.883334,Government of Afghanistan,1,4,Violence sig
ged,3,01-01-2009,33,65,Taleban,1,6,Violence sig
gtd,4,01-01-2009,37.008333,68.444722,Taliban,3,1,Violence gtd
gtd,5,01-01-2008,35.640348,63.309294,Taliban,2,3,Violence gtd
sigact,5,02-01-2008,31.64542198,65.0163269,Taliban,2,1,Violence ged
sigact,6,02-01-2008,33.52643585,69.93195343,Taliban,2,1,Violence ged
sigact,7,02-01-2008,31.9009304,64.75649261,Taliban,1,1,Violence ged
sigact,8,02-01-2009,35.33551025,71.53929138,ISAF,3,1,Violence ged
ged,4,02-01-2010,31,65.75,Taleban,1,4,Violence sig
ged,5,02-01-2009,33.383334,69.883334,Taleban,1,4,Violence sig
gtd,7,02-01-2009,33.333847,69.937167,Taliban,3,4,Violence gtd
gtd,8,02-01-2009,33.458527,69.995087,Unknown,3,1,Violence gtd
sigact,9,03-01-2008,31.20702934,62.40269089,Taliban,2,1,Violence ged
sigact,10,03-01-2008,32.25579071,64.7930069,Taliban,1,1,Violence ged
sigact,11,04-01-2008,34.81676865,69.65068054,Taliban,1,1,Violence ged
sigact,12,04-01-2008,31.81949043,64.5690155,Taliban,2,1,Violence ged
sigact,13,04-01-2009,35.12126923,70.93256378,Taliban,1,1,Violence ged
sigact,14,04-01-2009,32.6965065,65.88038635,Taliban,2,1,Violence ged
sigact,15,04-01-2009,31.49928093,65.55593872,ISAF,3,1,Violence ged
sigact,16,04-01-2008,31.11904907,64.18509674,ISAF,3,1,Violence ged
sigact,17,04-01-2008,31.52420044,65.30432892,ISAF,3,1,Violence ged
gtd,14,04-01-2008,33.336728,69.923834,Unknown,3,1,Violence gtd
sigact,18,05-01-2008,35.17124939,71.41242218,Taliban,1,1,Violence ged
gtd,16,06-01-2008,35.011389,69.331667,Unknown,2,2,Violence gtd
sigact,19,07-01-2008,31.00460815,66.39780426,Taliban,2,1,Violence ged
sigact,20,07-01-2008,34.10984802,70.53524017,Taliban,2,1,Violence ged
gtd,17,07-01-2008,34.104778,70.531937,Unknown,3,1,Violence gtd
gtd,18,07-01-2008,31.008056,66.398056,Unknown,3,1,Violence gtd
gtd,20,07-01-2010,34.888064,71.180737,Unknown,3,1,Violence gtd
gtd,21,07-01-2010,31.137937,66.261374,Unknown,3,2,Violence gtd
sigact,21,07-01-2010,34.96397018,69.57617188,Taliban,2,1,Violence ged
sigact,22,07-01-2010,31.12520027,64.20301819,Taliban,1,1,Violence ged
sigact,23,07-01-2010,35.02212906,70.40413666,Taliban,1,1,Violence ged
sigact,24,07-01-2010,32.25115967,64.78930664,Taliban,2,1,Violence ged
sigact,25,07-01-2010,32.11083984,66.91257477,Taliban,2,1,Violence ged
gtd,22,07-01-2010,34.533333,69.166667,Unknown,3,4,Violence gtd
sigact,26,07-01-2010,31.53576088,65.55458832,Taliban,1,1,Violence ged
sigact,27,07-01-2010,31.8991394,64.75540161,Taliban,1,1,Violence ged
sigact,28,07-01-2010,32.41466904,64.48438263,ISAF,3,1,Violence ged
sigact,29,07-01-2010,32.66978073,65.46272278,Taliban,1,1,Violence ged
sigact,30,07-01-2010,33.90665817,68.66999817,Taliban,1,1,Violence ged
sigact,31,07-01-2010,32.48529816,62.05073166,Taliban,1,1,Violence ged
sigact,32,07-01-2010,32.41405106,64.4835434,ISAF,3,1,Violence ged
sigact,33,13-01-2008,31.83156013,65.79148102,Taliban,1,1,Violence ged
sigact,34,13-01-2008,31.60978889,64.3704834,Taliban,2,1,Violence ged
sigact,35,13-01-2008,31.59428024,65.16486359,Taliban,1,1,Violence ged
sigact,36,13-01-2008,32.64733124,65.45805359,ISAF,3,1,Violence ged
ged,21,13-01-2008,32.83333,66,Government of Afghanistan,1,4,Violence sig
sigact,37,14-01-2008,34.51882553,69.17649078,Taliban,2,1,Violence ged
sigact,38,15-01-2008,31.73099327,65.70407104,Taliban,2,1,Violence ged
sigact,39,16-01-2008,31.46899796,65.31455231,Taliban,2,1,Violence ged
sigact,40,17-01-2008,31.63488007,65.7286911,Taliban,1,1,Violence ged
sigact,41,18-01-2008,34.92195129,71.04695129,ISAF,3,1,Violence ged
ged,26,18-01-2008,34.998476,71.081975,Government of Afghanistan,1,3,Violence sig
ged,27,18-01-2008,33.214845,69.958707,Taleban,1,2,Violence sig
sigact,42,19-01-2008,31.5245266,65.43173981,Taliban,2,1,Violence ged
ged,29,19-01-2008,31.611795,65.705795,Government of Afghanistan,1,2,Violence sig
sigact,43,20-01-2008,31.71445084,61.62311935,Taliban,1,1,Violence ged
sigact,44,20-01-2008,31.9229393,64.79498291,Taliban,1,1,Violence ged
sigact,45,20-01-2008,31.85659027,64.68673706,Taliban,1,1,Violence ged
gtd,29,20-01-2008,32.191878,67.189449,Taliban,1,4,Violence gtd
sigact,46,21-01-2008,33.46326828,69.9965744,Taliban,2,1,Violence ged
sigact,47,21-01-2008,32.35142136,63.21691895,Taliban,1,1,Violence ged
sigact,48,21-01-2008,32.35496902,65.08822632,ISAF,3,1,Violence ged
sigact,49,22-01-2008,31.59988976,64.3682251,Taliban,2,1,Violence ged
sigact,50,22-01-2008,32.62015915,62.47409058,Taliban,1,1,Violence ged
ged,33,22-01-2008,32.178461,66.508063,Government of Afghanistan,1,3,Violence sig
sigact,51,23-01-2008,35.35720825,71.55317688,Taliban,1,1,Violence ged
sigact,52,23-01-2008,33.33996964,69.92162323,Taliban,2,1,Violence ged
sigact,53,23-01-2008,34.80994034,69.65596008,Taliban,1,1,Violence ged
sigact,54,23-01-2008,33.53155518,69.89444733,Taliban,2,1,Violence ged
gtd,33,23-01-2008,33.358508,69.859741,Unknown,3,4,Violence gtd
sigact,55,24-01-2008,32.17625046,64.80417633,Taliban,1,1,Violence ged
sigact,56,24-01-2008,31.70068741,64.75587463,Taliban,2,1,Violence ged
ged,35,24-01-2008,33.5555,68.3989,Government of Afghanistan,1,1,Violence sig
ged,36,24-01-2008,31.480806,64.875154,Taleban,1,5,Violence sig
sigact,57,25-01-2008,33.27193069,70.15972137,Taliban,2,1,Violence ged
sigact,58,25-01-2008,31.61879921,65.04527283,Taliban,1,1,Violence ged
sigact,59,25-01-2008,31.13150978,64.20413971,Taliban,1,1,Violence ged
sigact,60,26-01-2008,31.46698952,65.3110733,Taliban,2,1,Violence ged
sigact,61,26-01-2008,31.84667015,64.63076782,Taliban,1,1,Violence ged
sigact,62,26-01-2008,31.50623131,65.39864349,Taliban,2,1,Violence ged
sigact,63,26-01-2008,35.36993027,71.54355621,ISAF,3,1,Violence ged
ged,39,26-01-2008,32.627079,65.609744,Government of Afghanistan,1,2,Violence sig
ged,40,26-01-2008,32.6984,65.4749,Government of Afghanistan,1,1,Violence sig
gtd,34,26-01-2008,31.617667,65.675942,Unknown,6,1,Violence gtd
gtd,35,26-01-2008,32.323203,64.811084,Unknown,3,3,Violence gtd
sigact,64,27-01-2008,32.12141037,64.91544342,Taliban,1,1,Violence ged
sigact,65,27-01-2008,32.13970184,65.37904358,Taliban,1,1,Violence ged
sigact,66,27-01-2008,34.92787933,71.08992767,ISAF,3,1,Violence ged
sigact,67,28-01-2008,31.96837997,65.96814728,Taliban,1,1,Violence ged
sigact,68,28-01-2008,31.58461761,65.45015717,Taliban,2,1,Violence ged
sigact,69,29-01-2008,31.58309937,65.43430328,Taliban,2,1,Violence ged
sigact,70,29-01-2008,31.5571804,65.5226059,Taliban,2,1,Violence ged
sigact,71,30-01-2008,32.11943054,64.60381317,Taliban,1,1,Violence ged
gtd,39,30-01-2008,31.363647,63.958611,Taliban,3,4,Violence gtd
sigact,72,31-01-2008,34.5558548,69.14279175,Taliban,2,1,Violence ged
sigact,73,31-01-2008,31.96635056,64.80567169,Taliban,1,1,Violence ged
sigact,74,31-01-2008,31.58921051,64.35437012,Taliban,2,1,Violence ged
sigact,75,31-01-2008,31.55841064,65.84441376,ISAF,3,1,Violence ged
sigact,76,01-02-2008,33.5322876,69.89555359,Taliban,2,1,Violence ged
sigact,77,01-02-2008,35.38396835,71.5453186,ISAF,3,1,Violence ged
sigact,78,01-02-2008,31.12336922,64.20613098,ISAF,3,1,Violence ged
sigact,79,01-02-2008,34.98472977,70.90611267,ISAF,3,1,Violence ged
sigact,80,01-02-2009,34.85606003,69.64247894,ISAF,4,1,Violence ged
sigact,81,01-02-2009,34.93856812,70.99078369,ISAF,3,1,Violence ged
sigact,82,01-02-2009,34.88645935,70.90647125,Taliban,1,1,Violence ged
sigact,83,01-02-2009,31.63488007,65.7286911,Taliban,1,1,Violence ged
sigact,84,01-02-2009,32.40060043,64.46862793,Taliban,1,1,Violence ged
sigact,85,01-02-2009,31.4713707,65.26759338,Taliban,2,1,Violence ged
sigact,86,01-02-2009,30.73298264,65.6366272,Taliban,2,1,Violence ged
sigact,87,01-02-2009,31.12717056,64.18520355,ISAF,3,1,Violence ged
sigact,88,01-02-2009,31.92238617,64.79262543,Taliban,2,1,Violence ged
ged,53,01-02-2009,32.115474,64.923544,Taleban,1,5,Violence sig
sigact,89,01-02-2009,31.92696953,64.87806702,Taliban,1,1,Violence ged
sigact,90,01-02-2009,34.90447998,70.89572906,Taliban,1,1,Violence ged
sigact,91,01-02-2009,33.32833099,69.80462646,Taliban,2,1,Violence ged
sigact,92,01-02-2009,31.7432518,62.92810059,Taliban,2,1,Violence ged
sigact,93,01-02-2009,32.93541718,66.68862152,Taliban,2,1,Violence ged
sigact,94,07-02-2008,31.53034973,65.59509277,Taliban,1,1,Violence ged
sigact,95,07-02-2008,31.13145065,64.20937347,Taliban,1,1,Violence ged
sigact,96,07-02-2008,32.28826141,65.08672333,ISAF,3,1,Violence ged
sigact,97,07-02-2008,34.93783188,71.01363373,ISAF,3,1,Violence ged
ged,56,07-02-2008,33.383334,69.883334,Government of Afghanistan,1,4,Violence sig
sigact,98,08-02-2008,33.53210831,68.41962433,Taliban,2,1,Violence ged
sigact,99,09-02-2008,32.17932129,64.83001709,Taliban,1,1,Violence ged
sigact,100,09-02-2008,33.31600952,62.14582062,Taliban,1,1,Violence ged
sigact,101,09-02-2008,31.63068962,65.03497314,Taliban,1,1,Violence ged
ged,60,09-02-2008,32.83333,66,Government of Afghanistan,1,4,Violence sig
sigact,102,10-02-2008,34.12449265,62.27017593,Taliban,1,1,Violence ged
sigact,103,10-02-2008,34.37376022,62.21168137,Taliban,1,1,Violence ged
sigact,104,11-02-2008,31.96410942,65.96579742,Taliban,2,1,Violence ged
sigact,105,11-02-2008,35.39096832,71.52266693,ISAF,3,1,Violence ged
sigact,106,12-02-2008,32.18251801,63.32438278,Taliban,2,1,Violence ged
sigact,107,12-02-2008,33.33259583,70.11077881,Taliban,2,1,Violence ged
ged,61,12-02-2008,32.5,62.5,Government of Afghanistan,1,4,Violence sig
sigact,108,13-02-2008,34.9454689,71.04229736,Taliban,1,1,Violence ged
sigact,109,13-02-2008,32.30782318,64.78777313,Taliban,2,1,Violence ged
sigact,110,13-02-2008,31.97234917,65.6592865,Taliban,1,1,Violence ged
ged,63,13-02-2008,32.679049,65.912087,Government of Afghanistan,1,3,Violence sig
ged,64,13-02-2008,34.5,69.416667,Taleban,1,4,Violence sig
sigact,111,14-02-2008,31.73443031,64.7802124,Taliban,1,1,Violence ged
sigact,112,14-02-2008,32.06474304,64.45678711,Taliban,2,1,Violence ged
sigact,113,16-02-2008,34.94277573,70.9537735,Taliban,2,1,Violence ged
ged,68,16-02-2008,34.944492,70.951996,Government of Afghanistan,1,1,Violence sig
sigact,114,17-02-2008,31.12717056,64.18520355,Taliban,1,1,Violence ged
sigact,115,17-02-2008,31.61611938,65.63436127,Taliban,2,1,Violence ged
sigact,116,17-02-2008,34.95941925,71.07002258,Taliban,1,1,Violence ged
sigact,117,17-02-2008,31.12174034,64.186203,Taliban,1,1,Violence ged
sigact,118,17-02-2008,32.34770584,65.1111145,Taliban,2,1,Violence ged
sigact,119,18-02-2008,31.5434494,65.45697784,Taliban,1,1,Violence ged
sigact,120,18-02-2008,30.95649529,66.43625641,Taliban,2,1,Violence ged
sigact,121,18-02-2008,31.56474876,65.35483551,Taliban,2,1,Violence ged
ged,72,18-02-2008,31,64,Government of Afghanistan,1,4,Violence sig
sigact,122,19-02-2008,34.88573837,69.70584869,Taliban,1,1,Violence ged
sigact,123,19-02-2008,31.6197567,65.70970154,Taliban,2,1,Violence ged
sigact,124,19-02-2008,32.40206909,65.10368347,Taliban,1,1,Violence ged
ged,74,19-02-2008,35,69.58333,Taleban,1,4,Violence sig
sigact,125,20-02-2008,32.11448669,64.89622498,Taliban,2,1,Violence ged
sigact,126,20-02-2010,31.85416985,66.45292664,Taliban,1,1,Violence ged
sigact,127,20-02-2010,33.92192841,68.97512054,Taliban,1,1,Violence ged
sigact,128,20-02-2010,32.28916168,65.08672333,ISAF,3,1,Violence ged
ged,75,20-02-2010,31,64,Taleban,1,4,Violence sig
sigact,129,20-02-2010,33.37332916,70.26647949,Taliban,2,1,Violence ged
sigact,130,20-02-2010,32.40190125,64.9744873,ISAF,3,1,Violence ged
sigact,131,20-02-2010,32.54967499,69.27958679,Taliban,2,1,Violence ged
sigact,132,20-02-2010,33.32569122,69.78060913,Taliban,2,1,Violence ged
sigact,133,22-02-2008,32.36416245,64.9828186,Taliban,1,1,Violence ged
sigact,134,22-02-2008,32.20035934,64.69115448,Taliban,1,1,Violence ged
sigact,135,22-02-2008,34.96492004,70.92186737,ISAF,3,1,Violence ged
sigact,136,23-02-2009,34.71046066,70.98573303,Taliban,2,1,Violence ged
sigact,137,23-02-2009,32.62357712,62.43290329,Taliban,2,1,Violence ged
sigact,138,23-02-2009,32.61624908,62.40842438,Taliban,2,1,Violence ged
sigact,139,23-02-2009,32.35829163,64.97174835,Taliban,1,1,Violence ged
ged,81,23-02-2009,32.5,62.5,Government of Afghanistan,1,4,Violence sig
sigact,140,23-02-2009,31.83467484,65.08169556,Taliban,2,1,Violence ged
sigact,141,23-02-2009,34.87630844,69.65072632,ISAF,3,1,Violence ged
sigact,142,23-02-2009,31.4608593,65.26490021,ISAF,3,1,Violence ged
ged,82,23-02-2009,31,65.75,Taleban,1,4,Violence sig
sigact,143,23-02-2009,32.37081146,64.98455811,Taliban,1,1,Violence ged
sigact,144,23-02-2009,32.0862999,64.92318726,ISAF,3,1,Violence ged
sigact,145,26-02-2008,32.06984329,65.95544434,Taliban,2,1,Violence ged
sigact,146,26-02-2008,31.81693077,65.78356171,Taliban,2,1,Violence ged
sigact,147,26-02-2008,32.35646057,64.51631165,Taliban,1,1,Violence ged
sigact,148,26-02-2008,35.41915512,71.31957245,Taliban,1,1,Violence ged
sigact,149,26-02-2008,33.93574905,60.70737076,Taliban,1,1,Violence ged
sigact,150,26-02-2008,33.47724152,70.03356171,Taliban,2,1,Violence ged
sigact,151,26-02-2008,33.1147728,68.80931091,Taliban,2,1,Violence ged
ged,89,26-02-2008,32.080455,66.007358,Government of Afghanistan,1,3,Violence sig
sigact,152,27-02-2008,33.53082657,69.89926147,Taliban,2,1,Violence ged
sigact,153,27-02-2008,31.90628052,64.7670517,Taliban,1,1,Violence ged
ged,90,27-02-2008,31.625941,63.861445,Government of Afghanistan,1,3,Violence sig
ged,91,27-02-2008,33.383334,69.883334,Taleban,1,4,Violence sig
sigact,154,28-02-2008,31.12082672,64.18827057,Taliban,2,1,Violence ged
sigact,155,28-02-2008,31.94417381,66.94015503,Taliban,2,1,Violence ged
sigact,156,28-02-2008,32.93434906,69.45352936,Taliban,1,1,Violence ged
sigact,157,29-02-2008,34.41957855,70.32433319,Taliban,1,1,Violence ged
sigact,158,29-02-2008,31.13050079,64.21460724,ISAF,3,1,Violence ged
sigact,159,29-02-2008,33.84407043,69.08030701,ISAF,3,1,Violence ged
sigact,160,01-03-2008,32.16466904,63.41540909,Taliban,1,1,Violence ged
sigact,161,01-03-2008,32.12668991,64.92402649,Taliban,1,1,Violence ged
sigact,162,01-03-2008,33.45533752,70.20231628,Taliban,2,1,Violence ged
sigact,163,02-03-2008,31.48158073,65.23742676,Taliban,2,1,Violence ged
sigact,164,02-03-2008,33.34016037,68.93551636,Taliban,2,1,Violence ged
sigact,165,02-03-2008,35.81137085,63.14485168,Taliban,1,1,Violence ged
sigact,166,02-03-2008,31.48158073,65.23742676,Taliban,2,1,Violence ged
ged,96,02-03-2008,31.625941,63.861445,Government of Afghanistan,1,3,Violence sig
ged,98,02-03-2008,30.852922,64.131675,Government of Afghanistan,1,3,Violence sig
sigact,167,03-03-2008,32.36215973,64.50871277,Taliban,1,1,Violence ged
sigact,168,03-03-2008,33.49871063,69.99136353,Taliban,2,1,Violence ged
sigact,169,03-03-2008,32.06093979,64.8318634,Taliban,1,1,Violence ged
sigact,170,03-03-2008,31.11657906,64.18377686,ISAF,3,1,Violence ged
ged,101,03-03-2008,35,63.75,Government of Afghanistan,1,4,Violence sig
sigact,171,04-03-2008,33.23626709,69.81889343,Taliban,2,1,Violence ged
ged,105,04-03-2008,32.584696,65.465693,Government of Afghanistan,1,3,Violence sig
sigact,172,05-03-2008,32.7538414,65.92682648,Taliban,1,1,Violence ged
sigact,173,05-03-2008,31.49411011,65.41938782,Taliban,1,1,Violence ged
sigact,174,06-03-2008,34.96242142,71.07380676,ISAF,3,1,Violence ged
sigact,175,08-03-2008,32.06128693,68.33714294,Taliban,2,1,Violence ged
sigact,176,08-03-2008,34.85026932,63.64305878,Taliban,1,1,Violence ged
sigact,177,08-03-2008,31.71930313,64.33496857,Taliban,2,1,Violence ged
sigact,178,08-03-2008,31.10890961,64.17920685,ISAF,3,1,Violence ged
sigact,179,08-03-2008,32.33454895,65.06865692,ISAF,3,1,Violence ged
ged,107,08-03-2008,33.3116,69.749,Taleban,1,1,Violence sig
ged,109,08-03-2008,34.817973,63.586809,Government of Afghanistan,1,3,Violence sig
sigact,180,09-03-2008,36.72874832,69.19877625,Taliban,1,1,Violence ged
ged,112,10-03-2008,35,69.58333,Taleban,1,4,Violence sig
ged,113,10-03-2008,31,64,Taleban,1,4,Violence sig
sigact,181,11-03-2008,33.54375839,69.2542038,Taliban,2,1,Violence ged
sigact,182,11-03-2008,32.48426056,66.77259064,Taliban,1,1,Violence ged
sigact,183,11-03-2008,34.9407196,71.00276184,Taliban,1,1,Violence ged
sigact,184,11-03-2008,34.23490143,62.18777084,ISAF,3,1,Violence ged
sigact,185,11-03-2008,29.77450943,63.97653961,ISAF,3,1,Violence ged
ged,114,11-03-2008,32.178461,66.508063,Government of Afghanistan,1,3,Violence sig
ged,117,11-03-2008,34.797169,69.67923,Government of Afghanistan,1,3,Violence sig
gtd,63,11-03-2008,34.341944,62.203056,Taliban,3,4,Violence gtd
sigact,186,12-03-2008,32.19337845,64.80557251,Taliban,1,1,Violence ged
sigact,187,12-03-2008,31.94335938,64.77983093,Taliban,1,1,Violence ged
sigact,188,12-03-2008,31.61759949,65.73556519,Taliban,2,1,Violence ged
ged,120,12-03-2008,31.749897,62.940045,Government of Afghanistan,1,3,Violence sig
sigact,189,13-03-2008,31.56564903,65.35590363,Taliban,2,1,Violence ged
sigact,190,13-03-2009,31.11098099,64.17975616,Taliban,1,1,Violence ged
sigact,191,13-03-2009,33.24634933,62.176651,Taliban,1,1,Violence ged
sigact,192,13-03-2009,34.54854584,69.20163727,Taliban,1,1,Violence ged
sigact,193,13-03-2009,33.90058899,68.66483307,Taliban,2,1,Violence ged
sigact,194,13-03-2009,34.54862595,69.21471405,Taliban,2,1,Violence ged
sigact,195,13-03-2009,34.88446045,70.90708923,Taliban,1,1,Violence ged
sigact,196,13-03-2009,32.1427803,66.50005341,Taliban,1,1,Violence ged
sigact,197,13-03-2009,31.82296944,64.64936829,Taliban,1,1,Violence ged
ged,124,13-03-2009,32.178461,66.508063,Government of Afghanistan,1,3,Violence sig
sigact,198,13-03-2009,31.59871864,65.11543274,Taliban,2,1,Violence ged
sigact,199,13-03-2009,32.30202103,64.7769165,Taliban,1,1,Violence ged
sigact,200,13-03-2009,33.32642365,69.83988953,Taliban,2,1,Violence ged
sigact,201,13-03-2009,32.95312119,66.26999664,Taliban,1,1,Violence ged
sigact,202,13-03-2009,34.69964981,71.08207703,Taliban,1,1,Violence ged
sigact,203,13-03-2009,34.6905899,71.08512878,Taliban,1,1,Violence ged
ged,128,13-03-2009,31,65.75,Government of Afghanistan,1,4,Violence sig
sigact,204,13-03-2009,36.74074936,66.73755646,Taliban,1,1,Violence ged
sigact,205,17-03-2008,36.74723053,66.84375763,Taliban,1,1,Violence ged
sigact,206,17-03-2008,31.80838013,64.51813507,Taliban,2,1,Violence ged
sigact,207,17-03-2008,36.74723053,66.84375763,Taliban,1,1,Violence ged
sigact,208,17-03-2008,34.47018814,63.11978149,Taliban,1,1,Violence ged
sigact,209,17-03-2008,34.98559189,70.90306091,ISAF,3,1,Violence ged
gtd,71,17-03-2008,35.213889,70.373333,Unknown,1,3,Violence gtd
sigact,210,18-03-2008,32.35570908,64.92887115,Taliban,1,1,Violence ged
sigact,211,18-03-2008,34.88640976,70.90363312,Taliban,1,1,Violence ged
sigact,212,19-03-2008,31.58820915,64.3638382,Taliban,1,1,Violence ged
sigact,213,19-03-2008,32.09386826,66.67830658,Taliban,1,1,Violence ged
sigact,214,19-03-2008,32.37876129,64.77205658,Taliban,1,1,Violence ged
sigact,215,19-03-2008,31.58820915,64.3638382,Taliban,1,1,Violence ged
sigact,216,19-03-2008,32.42147064,64.46662903,ISAF,3,1,Violence ged
sigact,217,20-03-2008,34.50442886,70.15320587,Taliban,1,1,Violence ged
sigact,218,20-03-2008,34.72402954,71.03793335,Taliban,1,1,Violence ged
sigact,219,20-03-2008,32.19525909,66.65026855,Taliban,2,1,Violence ged
ged,135,20-03-2008,36.972465,69.163284,Taleban,1,3,Violence sig
gtd,77,20-03-2008,37.070278,69.298333,Taliban,1,1,Violence gtd
sigact,220,21-03-2008,33.02081299,66.34914398,Taliban,2,1,Violence ged
sigact,221,21-03-2008,31.65260696,65.65752411,Taliban,2,1,Violence ged
sigact,222,21-03-2008,32.60864639,62.33174896,Taliban,2,1,Violence ged
sigact,223,21-03-2010,31.12957001,64.21774292,Taliban,1,1,Violence ged
sigact,224,21-03-2010,31.59576797,65.47996521,Taliban,2,1,Violence ged
ged,136,21-03-2010,31.58529,65.206725,Taleban,1,5,Violence sig
ged,138,21-03-2010,32.584696,65.465693,Government of Afghanistan,1,3,Violence sig
gtd,78,21-03-2010,36.896969,65.665857,Taliban,2,4,Violence gtd
sigact,225,21-03-2010,32.63539886,67.39877319,Taliban,1,1,Violence ged
sigact,226,21-03-2010,31.59570694,65.48310852,Taliban,2,1,Violence ged
ged,141,21-03-2010,32.495924,67.394208,Government of Afghanistan,1,3,Violence sig
sigact,227,21-03-2010,36.7843895,66.44494629,Taliban,1,1,Violence ged
ged,142,21-03-2010,32.92962,66.2608,Government of Afghanistan,1,3,Violence sig
gtd,84,21-03-2010,36.896969,65.665857,Unknown,2,4,Violence gtd
sigact,228,21-03-2010,33.79650879,60.882061,Taliban,1,1,Violence ged
sigact,229,21-03-2010,32.23416901,66.42646027,Taliban,1,1,Violence ged
sigact,230,21-03-2010,34.83776093,69.64037323,Taliban,1,1,Violence ged
ged,145,21-03-2010,33.003377,61.869972,Taleban,1,2,Violence sig
gtd,85,21-03-2010,36.733333,68.866667,Unknown,2,4,Violence gtd
sigact,231,21-03-2010,34.36016083,69.21040344,Taliban,2,1,Violence ged
sigact,232,21-03-2010,33.14691925,68.76088715,Taliban,2,1,Violence ged
sigact,233,26-03-2008,31.65434074,64.71492767,Taliban,1,1,Violence ged
sigact,234,26-03-2008,31.85022926,64.63506317,Taliban,2,1,Violence ged
ged,147,26-03-2008,32.997793,66.690348,Government of Afghanistan,1,3,Violence sig
ged,150,26-03-2008,31.829363,64.608526,Taleban,1,3,Violence sig
gtd,88,26-03-2008,36.694511,68.801575,Taliban,3,3,Violence gtd
gtd,90,26-03-2008,31.363648,63.958562,Taliban,3,4,Violence gtd
ged,151,28-03-2008,32.48418,65.038714,Government of Afghanistan,1,3,Violence sig
ged,152,28-03-2008,35.481792,63.153801,Government of Afghanistan,1,1,Violence sig
ged,153,28-03-2008,31.5296,62.7884,Government of Afghanistan,1,1,Violence sig
sigact,235,29-03-2008,34.92031097,69.6180191,Taliban,1,1,Violence ged
sigact,236,29-03-2008,31.94798088,66.79039764,Taliban,1,1,Violence ged
sigact,237,29-03-2008,31.81678391,64.56896973,Taliban,2,1,Violence ged
sigact,238,29-03-2008,32.27896881,67.12689972,Taliban,1,1,Violence ged
ged,154,29-03-2008,31.974191,66.723663,Government of Afghanistan,1,2,Violence sig
gtd,95,29-03-2008,36.896969,65.665857,Taliban,3,4,Violence gtd
gtd,97,29-03-2008,35.088164,63.09357,Taliban,3,3,Violence gtd
sigact,239,31-03-2008,31.57393265,64.34887695,Taliban,2,1,Violence ged
sigact,240,31-03-2008,32.39630127,64.45877838,Taliban,2,1,Violence ged
sigact,241,31-03-2008,31.62298965,65.06537628,Taliban,2,1,Violence ged
ged,156,31-03-2008,31.579996,64.377396,Government of Afghanistan,1,2,Violence sig
ged,158,31-03-2008,35.850494,64.614419,Taleban,1,5,Violence sig
gtd,104,31-03-2008,31.640278,65.3975,Taliban,3,3,Violence gtd
sigact,242,01-04-2008,32.66524506,68.35836029,Taliban,1,1,Violence ged
sigact,243,01-04-2008,32.70634842,69.287117,Taliban,2,1,Violence ged
sigact,244,01-04-2008,32.12470245,68.51278687,Taliban,2,1,Violence ged
sigact,245,01-04-2008,33.44955826,68.37776947,Taliban,1,1,Violence ged
ged,161,01-04-2008,30.959629,61.862839,Taleban,1,1,Violence sig
ged,162,01-04-2008,32.48418,65.038714,Government of Afghanistan,1,3,Violence sig
ged,163,01-04-2008,31,62.5,Taleban,1,4,Violence sig
ged,165,01-04-2008,33.549999,68.416702,Government of Afghanistan,1,2,Violence sig
ged,168,02-04-2008,33.33333,67.75,Government of Afghanistan,1,4,Violence sig
ged,169,02-04-2008,31.611795,65.705795,Government of Afghanistan,1,2,Violence sig
ged,170,02-04-2008,36.7208,68.9009,Government of Afghanistan,1,1,Violence sig
sigact,246,03-04-2008,34.90230179,70.92510223,Taliban,2,1,Violence ged
ged,171,03-04-2008,34.95,71.133333,Taleban,1,4,Violence sig
sigact,247,04-04-2008,32.3001976,65.09685516,Taliban,2,1,Violence ged
sigact,248,04-04-2009,31.47789192,65.34267426,Taliban,2,1,Violence ged
sigact,249,04-04-2009,31.55891991,65.32939911,Taliban,2,1,Violence ged
sigact,250,04-04-2009,31.57421875,64.32148743,Taliban,2,1,Violence ged
ged,174,04-04-2009,31.640454,65.397591,Government of Afghanistan,1,3,Violence sig
gtd,108,04-04-2009,37.181789,68.913158,Unknown,6,1,Violence gtd
sigact,251,04-04-2009,35.24557877,70.42106628,Taliban,1,1,Violence ged
sigact,252,04-04-2009,31.60508919,65.77207947,Taliban,2,1,Violence ged
sigact,253,04-04-2009,32.07467651,64.84349823,Taliban,2,1,Violence ged
sigact,254,04-04-2009,35.27315903,70.37217712,Taliban,1,1,Violence ged
sigact,255,04-04-2009,35.74411392,63.84938049,Taliban,2,1,Violence ged
sigact,256,04-04-2009,33.3821106,68.47898865,Taliban,1,1,Violence ged
ged,180,04-04-2009,32.920909,65.474153,Government of Afghanistan,1,3,Violence sig
